what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710025246
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710025434
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710033055
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710034731
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710036036
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710043277
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710047487
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710048916
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710052301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710062684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710066785
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1470710099109
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.2.v201201260000,"org.eclipse.jpt.jaxb.ui",1470710099139
started,bundle,org.eclipse.jpt.jpa.ui,3.0.2.v201201243020,"org.eclipse.jpt.jpa.ui",1470710099171
started,bundle,org.eclipse.jpt.common.core,1.0.2.v201111103010,"org.eclipse.jpt.common.core",1470710099185
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1470710099355
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1470710099362
started,bundle,org.eclipse.jpt.jpa.core,3.0.2.v201201243020,"org.eclipse.jpt.jpa.core",1470710099369
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1470710099423
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1470710099429
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20111129-2053,"org.eclipse.pde.api.tools",1470710099526
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1470710099531
started,bundle,org.eclipse.jpt.jaxb.core,1.0.2.v201111103010,"org.eclipse.jpt.jaxb.core",1470710100033
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470710187522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710191632
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710215212
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470710217215
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710228660
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710234448
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710235008
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710235101
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470710236073
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710236142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470710253460
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710262177
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710262339
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710265997
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710266136
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710271629
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710275024
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710275974
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710282982
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710294819
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470710299712
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470710308508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.text.contentAssist.proposals",1470710314182
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710316939
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317509
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317542
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317573
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317635
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317666
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317768
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710317910
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710318132
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710318331
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710318510
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710318686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710318855
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710337815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710341323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710341508
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710341686
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710341875
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710342060
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710342219
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710342407
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710342589
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710343263
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.saveAll",1470710350756
started,bundle,org.eclipse.debug.ui,3.7.102.v20111129-1423_r372,"org.eclipse.debug.ui",1470710352211
started,bundle,org.eclipse.wst.server.core,1.1.304.v20120208_1420,"org.eclipse.wst.server.core",1470710353905
started,bundle,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui",1470710353990
started,bundle,org.eclipse.jdt.debug,3.7.1.v20111006_r372,"org.eclipse.jdt.debug",1470710354488
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui",1470710354628
opened,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1470710355477
opened,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470710357535
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470710357614
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710362441
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710363906
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710367777
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710367793
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710371611
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710388245
activated,view,org.testng.eclipse,6.9.11.201604020423,"org.testng.eclipse.ResultView",1470710388268
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1470710388475
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710393622
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710453978
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710456249
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470710456391
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710464017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710467861
started,bundle,org.eclipse.wst.common.frameworks,1.2.102.v201201190400,"org.eclipse.wst.common.frameworks",1470710468020
started,bundle,org.eclipse.emf.common,2.7.0.v20120127-1122,"org.eclipse.emf.common",1470710468049
started,bundle,org.eclipse.emf.ecore,2.7.0.v20120127-1122,"org.eclipse.emf.ecore",1470710468227
started,bundle,org.eclipse.wst.common.emf,1.2.100.v201101101900,"org.eclipse.wst.common.emf",1470710468253
started,bundle,org.eclipse.jem.util,2.1.100.v201103021400,"org.eclipse.jem.util",1470710468281
started,bundle,org.eclipse.emf.ecore.xmi,2.7.0.v20120127-1122,"org.eclipse.emf.ecore.xmi",1470710468298
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.2.101.v201107140600,"org.eclipse.wst.common.emfworkbench.integration",1470710468305
started,bundle,org.eclipse.wst.common.modulecore,1.2.103.v201201190400,"org.eclipse.wst.common.modulecore",1470710468400
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710468451
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710468545
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470710473123
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710473192
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710474624
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710496988
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710506751
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710524201
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710524377
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710526913
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710527053
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710536018
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710537853
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710538309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710538683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710539008
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710539321
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710539619
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710540787
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710542235
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710554308
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710561675
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710568137
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710570815
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710574069
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710575618
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710583543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710587690
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710595113
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710597595
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710600454
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710601430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710620647
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710625014
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710644159
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710687784
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710692870
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710695054
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710696748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710705621
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710707774
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.delete",1470710711927
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710712859
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710714889
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710723605
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710728683
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710738962
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710741775
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710744563
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710745462
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710753471
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710757409
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710765041
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710767859
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710770333
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710771289
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710778788
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710785280
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710793782
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710796199
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710798960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710826406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710862919
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470710864960
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710869032
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710881676
opened,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710882187
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710882282
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1470710882928
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1470710883007
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710892970
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710904157
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710905439
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710916508
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710916632
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710918650
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710918800
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710919880
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710930592
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710935957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710940767
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1470710946120
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710947842
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710948344
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710948729
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710949102
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710950402
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710951861
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710961294
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710967681
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710970384
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710971648
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710979389
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710984289
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710986994
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710988098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1470710996365
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470710999696
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1470711003246
